sampledate.x,wtemp,o2,o2sat,cond,frlight,chlor.x,phaeo,ph,phair,alk,dic,tic,doc,toc,no3no2,no2,nh4,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,cl,so4,ca,mg,na,k,fe,mn,chlDate,chlor.y,datePlus1,dateMinus1,year4,daynum,avsnow,totice,whiteice,blueice,lakeid,sampledate,division,taxa_name,genus,biovolume_conc,Season,bv.datePlus1,bv.dateMinus1
2/11/10,2.82,11.13,86.87,115.29,0.01,2.05,0.44,7.36,7.87,801.27,12.98,12.36,3.41,3.34,19.94,NA,7.38,352.99,363.58,0.52,4.9,3994.88,NA,NA,0,9.54,2.67,12.33,3.76,3.52,0.85,0.02,0.03,2/11/10,6.5,2/12/10,2/10/10,2010,42,9.4,46,14,32,SP,2/11/10,Cyanophyta,Pseudanabaena acicularis,Pseudanabaena,1339.0677,0,2/12/10,2/10/10
2/11/10,2.82,11.13,86.87,115.29,0.01,2.05,0.44,7.36,7.87,801.27,12.98,12.36,3.41,3.34,19.94,NA,7.38,352.99,363.58,0.52,4.9,3994.88,NA,NA,0,9.54,2.67,12.33,3.76,3.52,0.85,0.02,0.03,2/11/10,6.5,2/12/10,2/10/10,2010,42,9.4,46,14,32,SP,2/11/10,Cyanophyta,Pseudanabaena limnetica,Pseudanabaena,357.3765,0,2/12/10,2/10/10
2/11/10,2.82,11.13,86.87,115.29,0.01,2.05,0.44,7.36,7.87,801.27,12.98,12.36,3.41,3.34,19.94,NA,7.38,352.99,363.58,0.52,4.9,3994.88,NA,NA,0,9.54,2.67,12.33,3.76,3.52,0.85,0.02,0.03,2/11/10,6.5,2/12/10,2/10/10,2010,42,9.4,46,14,32,SP,2/11/10,Cyanophyta,Synechococcus elongatus,Synechococcus,10.1964,0,2/12/10,2/10/10
2/11/10,2.82,11.13,86.87,115.29,0.01,2.05,0.44,7.36,7.87,801.27,12.98,12.36,3.41,3.34,19.94,NA,7.38,352.99,363.58,0.52,4.9,3994.88,NA,NA,0,9.54,2.67,12.33,3.76,3.52,0.85,0.02,0.03,2/11/10,6.5,2/12/10,2/10/10,2010,42,9.4,46,14,32,SP,2/11/10,Cyanophyta,Synechocystis ,Synechocystis,2294.1237,0,2/12/10,2/10/10
2/11/10,2.82,11.13,86.87,115.29,0.01,2.05,0.44,7.36,7.87,801.27,12.98,12.36,3.41,3.34,19.94,NA,7.38,352.99,363.58,0.52,4.9,3994.88,NA,NA,0,9.54,2.67,12.33,3.76,3.52,0.85,0.02,0.03,2/11/10,6.5,2/12/10,2/10/10,2010,42,9.4,46,14,32,SP,2/11/10,Haptophyta,Chrysochromulina parva,Chrysochromulina,981.5717,0,2/12/10,2/10/10
2/11/10,2.82,11.13,86.87,115.29,0.01,2.05,0.44,7.36,7.87,801.27,12.98,12.36,3.41,3.34,19.94,NA,7.38,352.99,363.58,0.52,4.9,3994.88,NA,NA,0,9.54,2.67,12.33,3.76,3.52,0.85,0.02,0.03,2/11/10,6.5,2/12/10,2/10/10,2010,42,9.4,46,14,32,SP,2/11/10,Pyrrhophyta,Gymnodinium sp. 2,Gymnodinium,3915.4062,0,2/12/10,2/10/10
2/11/10,2.82,11.13,86.87,115.29,0.01,2.05,0.44,7.36,7.87,801.27,12.98,12.36,3.41,3.34,19.94,NA,7.38,352.99,363.58,0.52,4.9,3994.88,NA,NA,0,9.54,2.67,12.33,3.76,3.52,0.85,0.02,0.03,2/11/10,6.5,2/12/10,2/10/10,2010,42,9.4,46,14,32,SP,2/11/10,Total,Total,Total,111467.3745,0,2/12/10,2/10/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Bacillariophyta,Achnanthidium minutissima,Achnanthidium,770.8456,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Bacillariophyta,Asterionella formosa,Asterionella,3271.5702,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Bacillariophyta,Fragilaria filiformis,Fragilaria,378787.8559,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Bacillariophyta,Fragilaria tenera,Fragilaria,3635.0781,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Bacillariophyta,Nitzschia gracilis,Nitzschia,570.9972,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Bacillariophyta,Synedra ulna,Synedra,100328.1543,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Bacillariophyta,Tabellaria flocculosa,Tabellaria,2527.9215,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Bacillariophyta,Urosolenia longiseta,Urosolenia,85649.5055,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Chlorophyta,Chlorococcaceae,,10907.9423,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Chlorophyta,Chlorococcaceae,,3654.3794,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Chlorophyta,Chlamydomonas ,Chlamydomonas,16130.9151,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Chlorophyta,Monomastix minuta,Monomastix,385.4237,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Chlorophyta,Monoraphidium arcuatum,Monoraphidium,780.8066,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Chlorophyta,Monoraphidium griffithii,Monoraphidium,4678.9998,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Chlorophyta,Mucidosphaerium pulchellum,Mucidosphaerium,1056.7481,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Chlorophyta,Nannochloris atomus,Nannochloris,742.2975,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Chlorophyta,Pyramichlamys dissecta,Pyramichlamys,3806.6446,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Chlorophyta,Scenedesmus bijuga,Scenedesmus,314.0489,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Chlorophyta,Schroederia judayi,Schroederia,513.8973,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Chlorophyta,Tetraedron regulare,Tetraedron,654.314,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Chrysophyta,Chrysophyceae,,3730.8624,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Chrysophyta,Chrysophyceae,,38763.8435,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Chrysophyta,Chrysolykos skujai,Chrysolykos,513.8983,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Chrysophyta,Dinobryon ,Dinobryon,5762.5002,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Chrysophyta,Dinobryon cylindricum,Dinobryon,4758.3063,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Chrysophyta,Dinobryon cyst,Dinobryon,15901.1164,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Chrysophyta,Dinobryon divergens,Dinobryon,2379.1531,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Chrysophyta,Dinobryon sociale,Dinobryon,6138.2155,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Chrysophyta,Kephyrion planctonicum,Kephyrion,228.3992,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Chrysophyta,Mallomonas ,Mallomonas,24362.5258,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Chrysophyta,Ochromonas ,Ochromonas,4631.9255,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Chrysophyta,Synura ,Synura,259866.959,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Cryptophyta,Cryptomonas erosa,Cryptomonas,137518.8441,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Cryptophyta,Cryptomonas pyrenoidifera,Cryptomonas,3654.3785,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Cryptophyta,Rhodomonas minuta,Rhodomonas,8564.9527,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Cryptophyta,Rhodomonas minuta,Rhodomonas,8222.3475,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Cyanophyta,Aphanocapsa delicatissima,Aphanocapsa,856.4971,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Cyanophyta,Aphanothece nidulans,Aphanothece,4.7583,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Cyanophyta,Dactylococcopsis irregularis,Dactylococcopsis,51.8289,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Cyanophyta,Jaaginema angustissimum,Jaaginema,2141.2373,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Cyanophyta,Pseudanabaena acicularis,Pseudanabaena,6102.5272,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Cyanophyta,Pseudanabaena limnetica,Pseudanabaena,2569.4858,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Cyanophyta,Synechococcus elongatus,Synechococcus,14.275,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Cyanophyta,Synechocystis ,Synechocystis,48.1766,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Euglenophyta,Lepocinclis ,Lepocinclis,60297.2543,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Haptophyta,Chrysochromulina parva,Chrysochromulina,110485.7092,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Pyrrhophyta,Pyrrhophyta,,2316.329,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Pyrrhophyta,Gymnodinium sp. 1,Gymnodinium,22839.8688,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Pyrrhophyta,Gymnodinium sp. 2,Gymnodinium,1522.6579,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Pyrrhophyta,Peridinium ,Peridinium,5481.5687,1,4/13/10,4/11/10
4/12/10,6.7,12.28,106.62,107.62,0.15,8.78,0.48,7.68,7.93,766.75,9.51,9.65,-9.79,-9.88,5.9,NA,19.93,181.11,250.88,3.93,12.24,3518.43,NA,NA,0.24,8.94,2.24,13.4,3.54,3.51,0.73,0,0,4/12/10,4.8,4/13/10,4/11/10,NA,NA,NA,NA,NA,NA,SP,4/12/10,Total,Total,Total,1358898.748,1,4/13/10,4/11/10
4/27/10,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4/27/10,2.2,4/28/10,4/26/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/10,9.99,10.86,102.37,NA,0.2,3.29,1.38,7.68,7.89,NA,7.94,8.25,2.02,1.81,3.18,NA,4.06,185.03,285.53,6.08,11.49,3355.48,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,5/10/10,3.9,5/11/10,5/9/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/24/10,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5/24/10,1.6,5/25/10,5/23/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
