raw_id,lakeid,year4,sampledate,sta,depth_range,division,taxa_name,gald,relative_total_biovolume,genus,cells_per_nu,nu_per_ml,cells_per_ml,biovolume_conc,biomass_conc,taxa_id
600,TB,2012,2012-8-21,,0m,Cryptophyta,Cryptomonas erosa,22,20.087755,Cryptomonas,1,254.0771,254.0771,178585.4826,0.17858548,3015
601,TB,2012,2012-8-21,,0m,Cryptophyta,Rhodomonas minuta,12,0.149641,Rhodomonas,1,14.1154,14.1154,1330.3451,0.00133035,3041
602,TB,2012,2012-8-21,,0m,Cyanophyta,Synechocystis ,1.5,0.005612,Synechocystis,1,28.2308,28.2308,49.8866,0.00004989,4285
603,TB,2012,2012-8-21,,0m,Euglenophyta,Euglena ,12,3.471661,Euglena,1,141.154,141.154,30863.9917,0.03086399,5020
604,TB,2012,2012-8-21,,0m,Pyrrhophyta,Peridinium inconspicuum,12,0.498802,Peridinium,1,14.1154,14.1154,4434.483,0.00443448,124851
605,TB,2012,2012-11-5,,0m,,Rhodospirillum rubrum,4.6667,0.102022,Rhodospirillum,1,539.9139,539.9139,494.7231,0.00049472,1000986
606,TB,2012,2012-11-5,,0m,Bacillariophyta,Asterionella formosa,84,0.777166,Asterionella,3.5,3.1954,11.1838,3768.5987,0.0037686,1021
607,TB,2012,2012-11-5,,0m,Bacillariophyta,Actinella punctata,101.3333,2.685143,Actinella,1,2.5563,2.5563,13020.6865,0.01302069,9611
608,TB,2012,2012-11-5,,0m,Chlorophyta,Chlorococcaceae,4.3333,0.289205,,1,31.7596,31.7596,1402.4042,0.0014024,2683
609,TB,2012,2012-11-5,,0m,Chlorophyta,Chlamydomonas ,6.9091,24.68977,Chlamydomonas,1,783.4045,783.4045,119724.6544,0.11972465,2080
610,TB,2012,2012-11-5,,0m,Chlorophyta,Monomastix minuta,4.5,0.16575,Monomastix,1,52.9327,52.9327,803.7518,0.00080375,1000538
611,TB,2012,2012-11-5,,0m,Chlorophyta,Monoraphidium griffithii,50,0.10288,Monoraphidium,1,10.5865,10.5865,498.8794,0.00049888,1000031
612,TB,2012,2012-11-5,,0m,Chlorophyta,Oocystis parva,10,0.411519,Oocystis,1,10.5865,10.5865,1995.5176,0.00199552,2363
613,TB,2012,2012-11-5,,0m,Chrysophyta,Chrysophyceae,2.2,2.254374,,1,1799.713,1799.713,10931.8169,0.01093182,1652
614,TB,2012,2012-11-5,,0m,Cryptophyta,Cryptomonas erosa,23,8.824778,Cryptomonas,1,42.3462,42.3462,42792.7551,0.04279276,3015
615,TB,2012,2012-11-5,,0m,Cyanophyta,Aphanocapsa delicatissima,14,0.041151,Aphanocapsa,18,21.1731,381.1157,199.5522,0.00019955,4054
616,TB,2012,2012-11-5,,0m,Cyanophyta,Synechococcus ,8,0.009144,Synechococcus,1,10.5865,10.5865,44.3449,0.00004434,4320
617,TB,2012,2012-11-5,,0m,Cyanophyta,Synechocystis ,1.5,0.003858,Synechocystis,1,10.5865,10.5865,18.7075,0.00001871,4285
618,TB,2012,2012-11-5,,0m,Euglenophyta,Euglena ,12,0.855959,Euglena,1,10.5865,10.5865,4150.6761,0.00415068,5020
619,TB,2012,2012-11-5,,0m,Haptophyta,Chrysochromulina parva,4,0.198078,Chrysochromulina,1,31.7596,31.7596,960.51,0.00096051,1731
620,TB,2012,2012-11-5,,0m,Miscellaneous,Miscellaneous,10.8,8.383996,,1,127.0386,127.0386,40655.3397,0.04065534,7140
621,TB,2012,2012-11-5,,0m,Pyrrhophyta,Gymnodinium sp. 1,40,20.575905,Gymnodinium,1,10.5865,10.5865,99775.858,0.09977586,6032
622,TB,2012,2012-11-5,,0m,Pyrrhophyta,Peridinium umbonatum,40,29.629304,Peridinium,1,10.5865,10.5865,143677.2353,0.14367724,6044
623,SP,2012,2012-2-21,,0m,,Rhodospirillum rubrum,4,0.014936,Rhodospirillum,1,10.5865,10.5865,8.3147,0.00000831,1000986
624,SP,2012,2012-2-21,,0m,Bacillariophyta,Cyclotella atomus,4.2222,27.815971,Cyclotella,1,508.1543,508.1543,15476.3464,0.01547635,9856
625,SP,2012,2012-2-21,,0m,Bacillariophyta,Fragilaria delicatissima,104,1.046634,Fragilaria,1,0.6391,0.6391,582.3291,0.00058233,1314
626,SP,2012,2012-2-21,,0m,Bacillariophyta,Fragilaria filiformis,76,0.362034,Fragilaria,1,1.2781,1.2781,201.4282,0.00020143,1477
627,SP,2012,2012-2-21,,0m,Bacillariophyta,Lindavia intermedia,16,1.847556,Lindavia,1,0.6391,0.6391,1027.9489,0.00102795,1000936
628,SP,2012,2012-2-21,,0m,Chlorophyta,Chlorococcaceae,2,0.079693,,1,10.5865,10.5865,44.3449,0.00004434,2683
629,SP,2012,2012-2-21,,0m,Chlorophyta,Monomastix minuta,5,0.398502,Monomastix,1,10.5865,10.5865,221.7246,0.00022172,1000538
630,SP,2012,2012-2-21,,0m,Chlorophyta,Monoraphidium capricornutum,4,0.297241,Monoraphidium,1,21.1731,21.1731,165.3788,0.00016538,8041
631,SP,2012,2012-2-21,,0m,Chlorophyta,Mucidosphaerium pulchellum,10,0.130935,Mucidosphaerium,4,10.5865,42.3462,72.8492,0.00007285,2211
632,SP,2012,2012-2-21,,0m,Chlorophyta,Scenedesmus bijuga,5,0.308852,Scenedesmus,2,10.5865,21.1731,171.8366,0.00017184,2483
633,SP,2012,2012-2-21,,0m,Chrysophyta,Chrysophyceae,2.5,0.989929,,1,63.5193,63.5193,550.7821,0.00055078,1652
634,SP,2012,2012-2-21,,0m,Chrysophyta,Chrysocapsaceae,6,2.151951,,1,10.5865,10.5865,1197.3099,0.00119731,1000035
635,SP,2012,2012-2-21,,0m,Cryptophyta,Rhodomonas minuta,8,15.302752,Rhodomonas,1,254.0771,254.0771,8514.201,0.0085142,3043
636,SP,2012,2012-2-21,,0m,Cryptophyta,Rhodomonas minuta,12,10.759753,Rhodomonas,1,63.5193,63.5193,5986.5528,0.00598655,3041
637,SP,2012,2012-2-21,,0m,Cyanophyta,Aphanocapsa delicatissima,7.5714,2.510624,Aphanocapsa,7,381.1157,2667.8099,1396.8653,0.00139687,4054
638,SP,2012,2012-2-21,,0m,Cyanophyta,Cyanogranis ferruginea,8,0.229536,Cyanogranis,6,52.9327,317.5964,127.7108,0.00012771,10651
639,SP,2012,2012-2-21,,0m,Cyanophyta,Merismopedia warmingiana,8,0.17434,Merismopedia,10,74.1058,741.0583,97.0045,0.000097,4166
640,SP,2012,2012-2-21,,0m,Cyanophyta,Planktothrix agardhii,160,4.618882,Planktothrix,40,1.2781,51.126,2569.8723,0.00256987,107710
641,SP,2012,2012-2-21,,0m,Cyanophyta,Synechococcus elongatus,3,0.119558,Synechococcus,1,42.3462,42.3462,66.5174,0.00006652,4321
642,SP,2012,2012-2-21,,0m,Cyanophyta,Synechocystis ,1.5,8.405837,Synechocystis,1,2646.6368,2646.6368,4676.8719,0.00467687,4285
643,SP,2012,2012-2-21,,0m,Euglenophyta,Euglena ,8,2.422933,Euglena,1,21.1731,21.1731,1348.0825,0.00134808,5020
644,SP,2012,2012-2-21,,0m,Haptophyta,Chrysochromulina parva,4,8.056276,Chrysochromulina,1,148.2117,148.2117,4482.3801,0.00448238,1731
645,SP,2012,2012-2-21,,0m,Pyrrhophyta,Gymnodinium sp. 2,12,11.955277,Gymnodinium,1,21.1731,21.1731,6651.7246,0.00665172,6033
646,SP,2012,2012-4-2,,0m,Bacillariophyta,Cyclotella atomus,4,9.028047,Cyclotella,1,868.0969,868.0969,21817.6184,0.02181762,9856
647,SP,2012,2012-4-2,,0m,Bacillariophyta,Cyclotella sp. 1,7,1.252371,Cyclotella,1,21.1731,21.1731,3026.5351,0.00302654,1071
648,SP,2012,2012-4-2,,0m,Bacillariophyta,Fragilaria filiformis,40,0.394261,Fragilaria,1,10.5865,10.5865,952.7893,0.00095279,1477
649,SP,2012,2012-4-2,,0m,Bacillariophyta,Lindavia intermedia,16,0.425362,Lindavia,1,0.6391,0.6391,1027.9489,0.00102795,1000936
650,SP,2012,2012-4-2,,0m,Bacillariophyta,Navicula ,48,0.31902,Navicula,1,0.6391,0.6391,770.9617,0.00077096,1210
651,SP,2012,2012-4-2,,0m,Bacillariophyta,Nitzschia gracilis,60,1.651473,Nitzschia,1,10.5865,10.5865,3991.0341,0.00399103,1222
652,SP,2012,2012-4-2,,0m,Bacillariophyta,Stephanodiscus parvus,6,0.371581,Stephanodiscus,1,10.5865,10.5865,897.9827,0.00089798,1298
653,SP,2012,2012-4-2,,0m,Bacillariophyta,Tabellaria flocculosa,48,0.913927,Tabellaria,1,0.6391,0.6391,2208.6426,0.00220864,1332
654,SP,2012,2012-4-2,,0m,Chlorophyta,Chlorococcaceae,3.5,0.626181,,1,63.5193,63.5193,1513.2644,0.00151326,2683
655,SP,2012,2012-4-2,,0m,Chlorophyta,Chlorococcaceae,2,0.073399,,1,42.3462,42.3462,177.3797,0.00017738,2688
656,SP,2012,2012-4-2,,0m,Chlorophyta,Chlamydomonas ,5.7778,7.695781,Chlamydomonas,1,148.2117,148.2117,18597.9995,0.018598,2080
657,SP,2012,2012-4-2,,0m,Chlorophyta,Monomastix minuta,4,0.041289,Monomastix,1,10.5865,10.5865,99.7761,0.00009978,1000538
658,SP,2012,2012-4-2,,0m,Chlorophyta,Monoraphidium capricornutum,4,0.034217,Monoraphidium,1,10.5865,10.5865,82.6894,0.00008269,8041
659,SP,2012,2012-4-2,,0m,Chlorophyta,Monoraphidium griffithii,45,3.312124,Monoraphidium,1,201.1444,201.1444,8004.2396,0.00800424,1000031
660,SP,2012,2012-4-2,,0m,Chlorophyta,Scenedesmus bijuga,6,0.055047,Scenedesmus,2,10.5865,21.1731,133.0348,0.00013303,2483
661,SP,2012,2012-4-2,,0m,Chlorophyta,Tetraedron regulare,4.5,0.262839,Tetraedron,1,52.9327,52.9327,635.1928,0.00063519,2567
662,SP,2012,2012-4-2,,0m,Chrysophyta,Chrysophyceae,3.5,1.209642,,1,84.6924,84.6924,2923.276,0.00292328,1652
663,SP,2012,2012-4-2,,0m,Chrysophyta,Chrysophyceae,4.5,0.416912,,1,21.1731,21.1731,1007.5259,0.00100753,1653
664,SP,2012,2012-4-2,,0m,Chrysophyta,Chrysolykos skujai,16,0.073399,Chrysolykos,1,21.1731,21.1731,177.3797,0.00017738,1492
665,SP,2012,2012-4-2,,0m,Chrysophyta,Dinobryon ,6,0.462963,Dinobryon,1,10.5865,10.5865,1118.8202,0.00111882,1123
666,SP,2012,2012-4-2,,0m,Cryptophyta,Cryptomonas erosa,20.5,24.184929,Cryptomonas,1,42.3462,42.3462,58446.4813,0.05844648,3015
667,SP,2012,2012-4-2,,0m,Cryptophyta,Rhodomonas minuta,8,5.871908,Rhodomonas,1,423.4619,423.4619,14190.335,0.01419034,3043
668,SP,2012,2012-4-2,,0m,Cryptophyta,Rhodomonas minuta,12,4.128688,Rhodomonas,1,105.8655,105.8655,9977.5879,0.00997759,3041
669,SP,2012,2012-4-2,,0m,Cyanophyta,Aphanocapsa delicatissima,12.6667,0.128446,Aphanocapsa,8,74.1058,592.8466,310.4145,0.00031041,4054
670,SP,2012,2012-4-2,,0m,Cyanophyta,Cyanogranis ferruginea,10,0.007047,Cyanogranis,4,10.5865,42.3462,17.0285,0.00001703,10651
671,SP,2012,2012-4-2,,0m,Cyanophyta,Merismopedia warmingiana,8,0.018348,Merismopedia,32,10.5865,338.7695,44.3449,0.00004434,4166
672,SP,2012,2012-4-2,,0m,Cyanophyta,Planktothrix agardhii,160,0.873478,Planktothrix,54.0541,1.9172,103.6338,2110.8931,0.00211089,107710
673,SP,2012,2012-4-2,,0m,Haptophyta,Chrysochromulina parva,4,19.872768,Chrysochromulina,1,1587.9821,1587.9821,48025.5013,0.0480255,1731
674,SP,2012,2012-4-2,,0m,Pyrrhophyta,Gymnodinium sp. 1,24,11.009833,Gymnodinium,1,10.5865,10.5865,26606.8951,0.0266069,6032
675,SP,2012,2012-4-2,,0m,Pyrrhophyta,Gymnodinium sp. 2,16,5.284719,Gymnodinium,1,21.1731,21.1731,12771.31,0.01277131,6033
676,SP,2012,2012-6-27,,0m,Bacillariophyta,Asterionella formosa,80,1.101323,Asterionella,1.5,16.9385,25.4077,5759.0817,0.00575908,1021
677,SP,2012,2012-6-27,,0m,Bacillariophyta,Cyclotella hakanssoniae,5.2,3.008723,Cyclotella,1,262.5464,262.5464,15733.3277,0.01573333,1000073
678,SP,2012,2012-6-27,,0m,Bacillariophyta,Fragilaria crotonensis,104,2.535059,Fragilaria,12.9032,0.5113,6.5969,13256.4295,0.01325643,1152
679,SP,2012,2012-6-27,,0m,Bacillariophyta,Lindavia intermedia,18.3636,85.530518,Lindavia,1,143.977,143.977,447259.487,0.44725949,1000936
680,SP,2012,2012-6-27,,0m,Bacillariophyta,Tabellaria flocculosa,48,0.150175,Tabellaria,1,0.5113,0.5113,785.2951,0.0007853,1332
681,SP,2012,2012-6-27,,0m,Chlorophyta,Chlamydomonas ,4.5,0.135685,Chlamydomonas,1,16.9385,16.9385,709.5256,0.00070953,2080
682,SP,2012,2012-6-27,,0m,Chlorophyta,Monoraphidium capricornutum,4,0.050602,Monoraphidium,1,33.877,33.877,264.6061,0.00026461,8041
683,SP,2012,2012-6-27,,0m,Chlorophyta,Monoraphidium griffithii,29.1429,0.222063,Monoraphidium,1,42.3462,42.3462,1161.2172,0.00116122,1000031
684,SP,2012,2012-6-27,,0m,Chlorophyta,Mucidosphaerium pulchellum,10,0.026597,Mucidosphaerium,4,8.4692,33.877,139.0793,0.00013908,2211
685,SP,2012,2012-6-27,,0m,Chlorophyta,Pyramichlamys dissecta,16,0.678414,Pyramichlamys,1,8.4692,8.4692,3547.5859,0.00354759,8101
686,SP,2012,2012-6-27,,0m,Chlorophyta,Quadrigula lacustris,27,0.030528,Quadrigula,1,8.4692,8.4692,159.6417,0.00015964,2462
687,SP,2012,2012-6-27,,0m,Chlorophyta,Schroederia judayi,20,0.030528,Schroederia,1,8.4692,8.4692,159.6417,0.00015964,2491
688,SP,2012,2012-6-27,,0m,Chlorophyta,Selenastrum minutum,6,0.034269,Selenastrum,1,8.4692,8.4692,179.2048,0.0001792,2501
689,SP,2012,2012-6-27,,0m,Chrysophyta,Chrysophyceae,2.3333,0.646025,,1,457.3388,457.3388,3378.2248,0.00337822,1652
690,SP,2012,2012-6-27,,0m,Chrysophyta,Chrysophyceae,4,0.048982,,1,8.4692,8.4692,256.136,0.00025614,1653
691,SP,2012,2012-6-27,,0m,Chrysophyta,Chrysosphaerella ,10,0.814436,Chrysosphaerella,1,8.4692,8.4692,4258.8774,0.00425888,1483
692,SP,2012,2012-6-27,,0m,Chrysophyta,Dinobryon ,6,0.127202,Dinobryon,1,8.4692,8.4692,665.1722,0.00066517,1123
693,SP,2012,2012-6-27,,0m,Cryptophyta,Rhodomonas minuta,6,3.147837,Rhodomonas,1,491.2158,491.2158,16460.7886,0.01646079,3043
694,SP,2012,2012-6-27,,0m,Cryptophyta,Rhodomonas minuta,12,0.457929,Rhodomonas,1,25.4077,25.4077,2394.6211,0.00239462,3041
695,SP,2012,2012-6-27,,0m,Cyanophyta,Aphanocapsa delicatissima,10,0.044096,Aphanocapsa,26,16.9385,440.4004,230.5936,0.00023059,4054
696,SP,2012,2012-6-27,,0m,Cyanophyta,Aphanocapsa elachista,20,0.108758,Aphanocapsa,19,16.9385,321.831,568.7229,0.00056872,4051
697,SP,2012,2012-6-27,,0m,Cyanophyta,Aphanothece nidulans,41.3333,0.040706,Aphanothece,48,33.877,1626.0937,212.8557,0.00021286,4062
698,SP,2012,2012-6-27,,0m,Cyanophyta,Chroococcus minimus,20,0.027136,Chroococcus,4,8.4692,33.877,141.9038,0.0001419,4083
699,SP,2012,2012-6-27,,0m,Cyanophyta,Chroococcus minutus,12,0.106002,Chroococcus,2,8.4692,16.9385,554.3099,0.00055431,4086
700,SP,2012,2012-6-27,,0m,Cyanophyta,Cyanogranis ferruginea,8,0.019812,Cyanogranis,8,50.8154,406.5234,103.6025,0.0001036,10651
701,SP,2012,2012-6-27,,0m,Cyanophyta,Rhabdoderma lineare,26.4,0.576985,Rhabdoderma,21.6,1067.124,23049.8777,3017.1863,0.00301719,4573
702,SP,2012,2012-6-27,,0m,Cyanophyta,Synechocystis ,1.5,0.005724,Synechocystis,1,16.9385,16.9385,29.932,0.00002993,4285
703,SP,2012,2012-6-27,,0m,Haptophyta,Chrysochromulina parva,4,0.29389,Chrysochromulina,1,50.8154,50.8154,1536.816,0.00153682,1731
704,SP,2012,2012-7-25,,0m,Bacillariophyta,Asterionella formosa,68,1.713008,Asterionella,1.5,21.1731,31.7596,12280.3949,0.01228039,1021
705,SP,2012,2012-7-25,,0m,Bacillariophyta,Cyclotella atomus,4,0.927856,Cyclotella,1,264.6637,264.6637,6651.7129,0.00665171,9856
706,SP,2012,2012-7-25,,0m,Bacillariophyta,Cyclotella hakanssoniae,5.2857,3.064832,Cyclotella,1,370.5292,370.5292,21971.4896,0.02197149,1000073
707,SP,2012,2012-7-25,,0m,Bacillariophyta,Fragilaria crotonensis,128,8.890177,Fragilaria,25.8065,1.2781,32.9846,63732.8339,0.06373283,1152
708,SP,2012,2012-7-25,,0m,Bacillariophyta,Lindavia intermedia,16.6667,34.423524,Lindavia,1,127.0386,127.0386,246778.9598,0.24677896,1000936
709,SP,2012,2012-7-25,,0m,Bacillariophyta,Synedra ulna,192,1.232346,Synedra,1,1.2781,1.2781,8834.5703,0.00883457,9776
710,SP,2012,2012-7-25,,0m,Bacillariophyta,Urosolenia longiseta,120,4.453717,Urosolenia,1,10.5865,10.5865,31928.2739,0.03192827,111368
711,SP,2012,2012-7-25,,0m,Chlorophyta,Chlorococcaceae,2,0.006185,,1,10.5865,10.5865,44.3449,0.00004434,2683
712,SP,2012,2012-7-25,,0m,Chlorophyta,Monomastix minuta,4,0.006185,Monomastix,1,10.5865,10.5865,44.3449,0.00004434,1000538
713,SP,2012,2012-7-25,,0m,Chlorophyta,Oocystis parva,20,1.583545,Oocystis,2,10.5865,21.1731,11352.2754,0.01135228,2363
714,SP,2012,2012-7-25,,0m,Chlorophyta,Oocystis pusilla,8,0.010438,Oocystis,2,10.5865,21.1731,74.8321,0.00007483,2367
715,SP,2012,2012-7-25,,0m,Chrysophyta,Chrysophyceae,3,9.383823,,1,3917.0225,3917.0225,67271.7278,0.06727173,1652
716,SP,2012,2012-7-25,,0m,Chrysophyta,Chrysococcus minutus,6,0.044661,Chrysococcus,1,10.5865,10.5865,320.17,0.00032017,1472
717,SP,2012,2012-7-25,,0m,Chrysophyta,Dinobryon sociale,30,0.193304,Dinobryon,1,10.5865,10.5865,1385.7759,0.00138578,9733
718,SP,2012,2012-7-25,,0m,Chrysophyta,Mallomonas caudata,50,22.268586,Mallomonas,1,10.5865,10.5865,159641.3717,0.15964137,1185
719,SP,2012,2012-7-25,,0m,Chrysophyta,Uroglena ,6,0.742286,Uroglena,1,105.8655,105.8655,5321.3809,0.00532138,1631
720,SP,2012,2012-7-25,,0m,Cryptophyta,Cryptomonas erosa,26,8.43732,Cryptomonas,1,42.3462,42.3462,60486.3438,0.06048634,3015
721,SP,2012,2012-7-25,,0m,Cryptophyta,Rhodomonas minuta,8,0.841257,Rhodomonas,1,179.9713,179.9713,6030.8924,0.00603089,3043
722,SP,2012,2012-7-25,,0m,Cryptophyta,Rhodomonas minuta,12,0.278358,Rhodomonas,1,21.1731,21.1731,1995.5176,0.00199552,3041
723,SP,2012,2012-7-25,,0m,Cyanophyta,Aphanocapsa delicatissima,8,0.031316,Aphanocapsa,4,31.7596,127.0386,224.4962,0.0002245,4054
724,SP,2012,2012-7-25,,0m,Cyanophyta,Aphanocapsa elachista,30,0.156576,Aphanocapsa,60,10.5865,635.1928,1122.4789,0.00112248,4051
725,SP,2012,2012-7-25,,0m,Cyanophyta,Aphanothece nidulans,20,0.024743,Aphanothece,16,10.5865,169.3848,177.3797,0.00017738,4062
726,SP,2012,2012-7-25,,0m,Cyanophyta,Dactylococcopsis irregularis,30,0.004577,Dactylococcopsis,1,10.5865,10.5865,32.813,0.00003281,4113
727,SP,2012,2012-7-25,,0m,Cyanophyta,Pseudanabaena limnetica,100,0.78288,Pseudanabaena,25,31.7596,793.991,5612.3924,0.00561239,4172
728,SP,2012,2012-7-25,,0m,Cyanophyta,Snowella litoralis,40,0.194005,Snowella,32,10.5865,338.7695,1390.796,0.0013908,1000586
729,SP,2012,2012-7-25,,0m,Cyanophyta,Synechocystis ,1.5,0.036533,Synechocystis,1,148.2117,148.2117,261.9048,0.0002619,4285
730,SP,2012,2012-7-25,,0m,Haptophyta,Chrysochromulina parva,4,0.267966,Chrysochromulina,1,63.5193,63.5193,1921.0201,0.00192102,1731
731,SP,2012,2012-8-23,,0m,,Rhodospirillum rubrum,4,0.004036,Rhodospirillum,1,10.5865,10.5865,8.3147,0.00000831,1000986
732,SP,2012,2012-8-23,,0m,Bacillariophyta,Asterionella formosa,72,0.044844,Asterionella,1,0.6185,0.6185,92.3355,0.00009234,1021
733,SP,2012,2012-8-23,,0m,Bacillariophyta,Cyclotella atomus,4,15.505536,Cyclotella,1,1270.3857,1270.3857,31928.2221,0.03192822,9856
734,SP,2012,2012-8-23,,0m,Bacillariophyta,Fragilaria crotonensis,96,19.070643,Fragilaria,12.7312,1.8554,23.6212,39269.3072,0.03926931,1152
735,SP,2012,2012-8-23,,0m,Bacillariophyta,Lindavia intermedia,18,11.774535,Lindavia,1,10.5865,10.5865,24245.5329,0.02424553,1000936
736,SP,2012,2012-8-23,,0m,Bacillariophyta,Tabellaria flocculosa,48,0.461331,Tabellaria,1,0.6185,0.6185,949.9538,0.00094995,1332
737,SP,2012,2012-8-23,,0m,Chlorophyta,Chlorophyta,6,0.258427,,1,10.5865,10.5865,532.1381,0.00053214,1000057
738,SP,2012,2012-8-23,,0m,Chlorophyta,Chlamydomonas ,5.625,3.126742,Chlamydomonas,1,84.6924,84.6924,6438.4332,0.00643843,2080
739,SP,2012,2012-8-23,,0m,Chlorophyta,Monomastix minuta,5,0.060569,Monomastix,1,10.5865,10.5865,124.7201,0.00012472,1000538
740,SP,2012,2012-8-23,,0m,Chlorophyta,Monoraphidium capricornutum,4,0.040157,Monoraphidium,1,10.5865,10.5865,82.6894,0.00008269,8041
741,SP,2012,2012-8-23,,0m,Chlorophyta,Monoraphidium griffithii,20,0.043071,Monoraphidium,1,10.5865,10.5865,88.6899,0.00008869,1000031
742,SP,2012,2012-8-23,,0m,Chlorophyta,Paulschulzia tenera,80,4.890067,Paulschulzia,9,10.5865,95.2789,10069.3796,0.01006938,2871
743,SP,2012,2012-8-23,,0m,Chlorophyta,Staurastrum dejectum,50,8.583242,Staurastrum,1,10.5865,10.5865,17674.1846,0.01767418,2531
744,SP,2012,2012-8-23,,0m,Chrysophyta,Chrysophyceae,3.3333,14.628271,,1,793.991,793.991,30121.7971,0.0301218,1652
745,SP,2012,2012-8-23,,0m,Chrysophyta,Dinobryon ,6,1.32443,Dinobryon,1,42.3462,42.3462,2727.2047,0.0027272,1123
746,SP,2012,2012-8-23,,0m,Chrysophyta,Dinobryon sociale,28,0.672987,Dinobryon,1,10.5865,10.5865,1385.7759,0.00138578,9733
747,SP,2012,2012-8-23,,0m,Cryptophyta,Chroomonas ,8,0.172285,Chroomonas,1,10.5865,10.5865,354.7584,0.00035476,3020
748,SP,2012,2012-8-23,,0m,Cryptophyta,Cryptomonas erosa,12,3.682568,Cryptomonas,1,31.7596,31.7596,7582.9639,0.00758296,3015
749,SP,2012,2012-8-23,,0m,Cryptophyta,Cryptomonas lucens,10,0.969099,Cryptomonas,1,21.1731,21.1731,1995.5176,0.00199552,3018
750,SP,2012,2012-8-23,,0m,Cryptophyta,Rhodomonas minuta,12,0.48455,Rhodomonas,1,10.5865,10.5865,997.7588,0.00099776,3041
751,SP,2012,2012-8-23,,0m,Cryptophyta,Rhodomonas minuta,8,1.895122,Rhodomonas,1,116.452,116.452,3902.3421,0.00390234,3043
752,SP,2012,2012-8-23,,0m,Cyanophyta,Aphanocapsa elachista,20,0.218046,Aphanocapsa,24,10.5865,254.0771,448.9914,0.00044899,4051
753,SP,2012,2012-8-23,,0m,Cyanophyta,Aphanocapsa holsatica,60,0.403793,Aphanocapsa,150,10.5865,1587.9821,831.4653,0.00083147,1000545
754,SP,2012,2012-8-23,,0m,Cyanophyta,Arthrospira ,80,4.134818,Arthrospira,16,21.1731,338.7695,8514.2074,0.00851421,4070
755,SP,2012,2012-8-23,,0m,Cyanophyta,Cyanogranis ferruginea,20,0.016152,Cyanogranis,24,10.5865,254.0771,33.2587,0.00003326,10651
756,SP,2012,2012-8-23,,0m,Cyanophyta,Pseudanabaena limnetica,67.3333,2.241037,Pseudanabaena,13.7222,52.9327,726.3536,4614.6336,0.00461463,4172
757,SP,2012,2012-8-23,,0m,Euglenophyta,Trachelomonas volvocina,12,0.629046,Trachelomonas,1,2.4738,2.4738,1295.2986,0.0012953,5047
758,SP,2012,2012-8-23,,0m,Haptophyta,Chrysochromulina parva,4,4.664595,Chrysochromulina,1,317.5964,317.5964,9605.1003,0.0096051,1731
759,SP,2012,2012-11-12,,0m,Bacillariophyta,Asterionella formosa,80,0.019427,Asterionella,1,0.4793,0.4793,153.378,0.00015338,1021
760,SP,2012,2012-11-12,,0m,Bacillariophyta,Cyclotella atomus,4.2,1.316058,Cyclotella,1,347.2388,347.2388,10390.6682,0.01039067,9856
761,SP,2012,2012-11-12,,0m,Bacillariophyta,Cyclotella hakanssoniae,7,0.613335,Cyclotella,1,33.877,33.877,4842.4561,0.00484246,1000073
762,SP,2012,2012-11-12,,0m,Bacillariophyta,Cyclotella ocellata,8,0.215678,Cyclotella,1,8.4692,8.4692,1702.8411,0.00170284,9363
763,SP,2012,2012-11-12,,0m,Bacillariophyta,Cymatopleura solea,120,11.717787,Cymatopleura,1,1.9172,1.9172,92515.4042,0.0925154,10601
764,SP,2012,2012-11-12,,0m,Bacillariophyta,Fragilaria crotonensis,110,53.076994,Fragilaria,19.85,16.9385,336.2287,419058.6011,0.4190586,1152
765,SP,2012,2012-11-12,,0m,Bacillariophyta,Fragilaria delicatissima,100,0.965424,Fragilaria,1,8.4692,8.4692,7622.314,0.00762231,1314
766,SP,2012,2012-11-12,,0m,Bacillariophyta,Fragilaria filiformis,72,0.347552,Fragilaria,2,8.4692,16.9385,2744.0331,0.00274403,1477
767,SP,2012,2012-11-12,,0m,Chlorophyta,Chlorococcaceae,12,0.970551,,1,8.4692,8.4692,7662.786,0.00766279,2684
768,SP,2012,2012-11-12,,0m,Chlorophyta,Chlorococcaceae,2,0.004494,,1,8.4692,8.4692,35.4759,0.00003548,2683
769,SP,2012,2012-11-12,,0m,Chlorophyta,Chlamydomonas ,6.5,1.34655,Chlamydomonas,1,67.7539,67.7539,10631.4072,0.01063141,2080
770,SP,2012,2012-11-12,,0m,Chlorophyta,Monomastix minuta,6,0.080879,Monomastix,1,25.4077,25.4077,638.5644,0.00063856,1000538
771,SP,2012,2012-11-12,,0m,Chlorophyta,Monoraphidium arcuatum,24,0.425424,Monoraphidium,1,143.977,143.977,3358.8548,0.00335885,2031
772,SP,2012,2012-11-12,,0m,Chlorophyta,Oocystis parva,6,0.030329,Oocystis,1,8.4692,8.4692,239.4618,0.00023946,2363
773,SP,2012,2012-11-12,,0m,Chrysophyta,Chrysophyceae,2,1.36519,,1,2625.4637,2625.4637,10778.5788,0.01077858,1652
774,SP,2012,2012-11-12,,0m,Chrysophyta,Chrysococcus minutus,6,0.032442,Chrysococcus,1,8.4692,8.4692,256.136,0.00025614,1472
775,SP,2012,2012-11-12,,0m,Chrysophyta,Dinobryon ,24,0.915453,Dinobryon,1,1.4379,1.4379,7227.7659,0.00722777,1123
