"sampledate.x","wtemp","o2","o2sat","cond","frlight","chlor.x","phaeo","ph","phair","alk","dic","tic","doc","toc","no3no2","no2","nh4","totnf","totnuf","totpf","totpuf","drsif","brsif","brsiuf","tpm","cl","so4","ca","mg","na","k","fe","mn","chlDate","chlor.y","datePlus1","dateMinus1","year4","daynum","avsnow","totice","whiteice","blueice","CBV.date","Genus.x","CellBioVol.x","bv.datePlus1","bv.dateMinus1","Genus.y","CellBioVol.y","PerBioVol"
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,11,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Fragilaria",311.155,0.010952249
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,11,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Flagellated green",87.26957,0.003071775
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,11,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Segmented green",1626.9513,0.05726656
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,11,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Peanut",84.9851,0.002991364
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,11,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"TotalBiovolume",28410.14551,NA
2001-05-14,9.75,10.69,100.42,NA,0.21,4.08,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2001-05-14,1.9,2001-05-15,2001-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-05-29,11.32,10.34,100.28,NA,0.24,3.9,0.15,7.57,7.92,NA,8.57,8.58,3.18,3.14,8.02,NA,13.62,198.92,227.15,1.36,4.03,2753.29,2982.93,3066.82,0.1,NA,NA,NA,NA,NA,NA,0.01,0.01,2001-05-29,0.5,2001-05-30,2001-05-28,NA,NA,NA,NA,NA,NA,2001-05-29,"TotalBiovolume",41235.72366,2001-05-30,2001-05-28,"Tabellaria",862.3671834,0.020913109
2001-05-29,11.32,10.34,100.28,NA,0.24,3.9,0.15,7.57,7.92,NA,8.57,8.58,3.18,3.14,8.02,NA,13.62,198.92,227.15,1.36,4.03,2753.29,2982.93,3066.82,0.1,NA,NA,NA,NA,NA,NA,0.01,0.01,2001-05-29,0.5,2001-05-30,2001-05-28,NA,NA,NA,NA,NA,NA,2001-05-29,"TotalBiovolume",41235.72366,2001-05-30,2001-05-28,"Mallomonas (colony)",21656.63197,0.525191025
2001-05-29,11.32,10.34,100.28,NA,0.24,3.9,0.15,7.57,7.92,NA,8.57,8.58,3.18,3.14,8.02,NA,13.62,198.92,227.15,1.36,4.03,2753.29,2982.93,3066.82,0.1,NA,NA,NA,NA,NA,NA,0.01,0.01,2001-05-29,0.5,2001-05-30,2001-05-28,NA,NA,NA,NA,NA,NA,2001-05-29,"TotalBiovolume",41235.72366,2001-05-30,2001-05-28,"Peanut",12152.8693,0.294717013
2001-05-29,11.32,10.34,100.28,NA,0.24,3.9,0.15,7.57,7.92,NA,8.57,8.58,3.18,3.14,8.02,NA,13.62,198.92,227.15,1.36,4.03,2753.29,2982.93,3066.82,0.1,NA,NA,NA,NA,NA,NA,0.01,0.01,2001-05-29,0.5,2001-05-30,2001-05-28,NA,NA,NA,NA,NA,NA,2001-05-29,"TotalBiovolume",41235.72366,2001-05-30,2001-05-28,"Cryptomonad",976.177,0.02367309
2001-05-29,11.32,10.34,100.28,NA,0.24,3.9,0.15,7.57,7.92,NA,8.57,8.58,3.18,3.14,8.02,NA,13.62,198.92,227.15,1.36,4.03,2753.29,2982.93,3066.82,0.1,NA,NA,NA,NA,NA,NA,0.01,0.01,2001-05-29,0.5,2001-05-30,2001-05-28,NA,NA,NA,NA,NA,NA,2001-05-29,"TotalBiovolume",41235.72366,2001-05-30,2001-05-28,"Armored Dinoflagellate",874.8631698,0.021216147
2001-05-29,11.32,10.34,100.28,NA,0.24,3.9,0.15,7.57,7.92,NA,8.57,8.58,3.18,3.14,8.02,NA,13.62,198.92,227.15,1.36,4.03,2753.29,2982.93,3066.82,0.1,NA,NA,NA,NA,NA,NA,0.01,0.01,2001-05-29,0.5,2001-05-30,2001-05-28,NA,NA,NA,NA,NA,NA,2001-05-29,"TotalBiovolume",41235.72366,2001-05-30,2001-05-28,"Dinobryon",2068.174,0.05015491
2001-05-29,11.32,10.34,100.28,NA,0.24,3.9,0.15,7.57,7.92,NA,8.57,8.58,3.18,3.14,8.02,NA,13.62,198.92,227.15,1.36,4.03,2753.29,2982.93,3066.82,0.1,NA,NA,NA,NA,NA,NA,0.01,0.01,2001-05-29,0.5,2001-05-30,2001-05-28,NA,NA,NA,NA,NA,NA,2001-05-29,"TotalBiovolume",41235.72366,2001-05-30,2001-05-28,"Fragilaria",2178.085,0.052820341
2001-05-29,11.32,10.34,100.28,NA,0.24,3.9,0.15,7.57,7.92,NA,8.57,8.58,3.18,3.14,8.02,NA,13.62,198.92,227.15,1.36,4.03,2753.29,2982.93,3066.82,0.1,NA,NA,NA,NA,NA,NA,0.01,0.01,2001-05-29,0.5,2001-05-30,2001-05-28,NA,NA,NA,NA,NA,NA,2001-05-29,"TotalBiovolume",41235.72366,2001-05-30,2001-05-28,"Flagellated green",174.53914,0.004232717
2001-05-29,11.32,10.34,100.28,NA,0.24,3.9,0.15,7.57,7.92,NA,8.57,8.58,3.18,3.14,8.02,NA,13.62,198.92,227.15,1.36,4.03,2753.29,2982.93,3066.82,0.1,NA,NA,NA,NA,NA,NA,0.01,0.01,2001-05-29,0.5,2001-05-30,2001-05-28,NA,NA,NA,NA,NA,NA,2001-05-29,"TotalBiovolume",41235.72366,2001-05-30,2001-05-28,"Segmented green",292.0169,0.007081648
2001-05-29,11.32,10.34,100.28,NA,0.24,3.9,0.15,7.57,7.92,NA,8.57,8.58,3.18,3.14,8.02,NA,13.62,198.92,227.15,1.36,4.03,2753.29,2982.93,3066.82,0.1,NA,NA,NA,NA,NA,NA,0.01,0.01,2001-05-29,0.5,2001-05-30,2001-05-28,NA,NA,NA,NA,NA,NA,2001-05-29,"TotalBiovolume",41235.72366,2001-05-30,2001-05-28,"TotalBiovolume",41235.72366,NA
2001-06-11,12.69,11.05,110.74,NA,0.29,5.48,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2001-06-11,1.7,2001-06-12,2001-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-06-26,14.74,11.37,118.96,NA,0.25,3.23,0.76,7.6,7.89,NA,8.31,8.6,3.22,3.25,0.94,NA,10.66,229.97,239.45,5.59,8.84,2707.98,2577.27,2650.58,0.14,NA,NA,NA,NA,NA,NA,0,0,2001-06-26,1.1,2001-06-27,2001-06-25,NA,NA,NA,NA,NA,NA,2001-06-26,"TotalBiovolume",134990.8154,2001-06-27,2001-06-25,"Tabellaria",431.1835917,0.00319417
2001-06-26,14.74,11.37,118.96,NA,0.25,3.23,0.76,7.6,7.89,NA,8.31,8.6,3.22,3.25,0.94,NA,10.66,229.97,239.45,5.59,8.84,2707.98,2577.27,2650.58,0.14,NA,NA,NA,NA,NA,NA,0,0,2001-06-26,1.1,2001-06-27,2001-06-25,NA,NA,NA,NA,NA,NA,2001-06-26,"TotalBiovolume",134990.8154,2001-06-27,2001-06-25,"Asterocapsa",7758.86752,0.057477003
2001-06-26,14.74,11.37,118.96,NA,0.25,3.23,0.76,7.6,7.89,NA,8.31,8.6,3.22,3.25,0.94,NA,10.66,229.97,239.45,5.59,8.84,2707.98,2577.27,2650.58,0.14,NA,NA,NA,NA,NA,NA,0,0,2001-06-26,1.1,2001-06-27,2001-06-25,NA,NA,NA,NA,NA,NA,2001-06-26,"TotalBiovolume",134990.8154,2001-06-27,2001-06-25,"Synura",24,0.00017779
2001-06-26,14.74,11.37,118.96,NA,0.25,3.23,0.76,7.6,7.89,NA,8.31,8.6,3.22,3.25,0.94,NA,10.66,229.97,239.45,5.59,8.84,2707.98,2577.27,2650.58,0.14,NA,NA,NA,NA,NA,NA,0,0,2001-06-26,1.1,2001-06-27,2001-06-25,NA,NA,NA,NA,NA,NA,2001-06-26,"TotalBiovolume",134990.8154,2001-06-27,2001-06-25,"Nitzschia",51.1875,0.000379192
2001-06-26,14.74,11.37,118.96,NA,0.25,3.23,0.76,7.6,7.89,NA,8.31,8.6,3.22,3.25,0.94,NA,10.66,229.97,239.45,5.59,8.84,2707.98,2577.27,2650.58,0.14,NA,NA,NA,NA,NA,NA,0,0,2001-06-26,1.1,2001-06-27,2001-06-25,NA,NA,NA,NA,NA,NA,2001-06-26,"TotalBiovolume",134990.8154,2001-06-27,2001-06-25,"Cryptomonad",1757.1186,0.013016579
2001-06-26,14.74,11.37,118.96,NA,0.25,3.23,0.76,7.6,7.89,NA,8.31,8.6,3.22,3.25,0.94,NA,10.66,229.97,239.45,5.59,8.84,2707.98,2577.27,2650.58,0.14,NA,NA,NA,NA,NA,NA,0,0,2001-06-26,1.1,2001-06-27,2001-06-25,NA,NA,NA,NA,NA,NA,2001-06-26,"TotalBiovolume",134990.8154,2001-06-27,2001-06-25,"Cyclotella meneghiniana",791.6813485,0.005864705
2001-06-26,14.74,11.37,118.96,NA,0.25,3.23,0.76,7.6,7.89,NA,8.31,8.6,3.22,3.25,0.94,NA,10.66,229.97,239.45,5.59,8.84,2707.98,2577.27,2650.58,0.14,NA,NA,NA,NA,NA,NA,0,0,2001-06-26,1.1,2001-06-27,2001-06-25,NA,NA,NA,NA,NA,NA,2001-06-26,"TotalBiovolume",134990.8154,2001-06-27,2001-06-25,"Dinobryon",108579.135,0.804344612
2001-06-26,14.74,11.37,118.96,NA,0.25,3.23,0.76,7.6,7.89,NA,8.31,8.6,3.22,3.25,0.94,NA,10.66,229.97,239.45,5.59,8.84,2707.98,2577.27,2650.58,0.14,NA,NA,NA,NA,NA,NA,0,0,2001-06-26,1.1,2001-06-27,2001-06-25,NA,NA,NA,NA,NA,NA,2001-06-26,"TotalBiovolume",134990.8154,2001-06-27,2001-06-25,"Fragillaria",3422.705,0.025355095
2001-06-26,14.74,11.37,118.96,NA,0.25,3.23,0.76,7.6,7.89,NA,8.31,8.6,3.22,3.25,0.94,NA,10.66,229.97,239.45,5.59,8.84,2707.98,2577.27,2650.58,0.14,NA,NA,NA,NA,NA,NA,0,0,2001-06-26,1.1,2001-06-27,2001-06-25,NA,NA,NA,NA,NA,NA,2001-06-26,"TotalBiovolume",134990.8154,2001-06-27,2001-06-25,"Cyanobacteria diachloros",436.34785,0.003232426
2001-06-26,14.74,11.37,118.96,NA,0.25,3.23,0.76,7.6,7.89,NA,8.31,8.6,3.22,3.25,0.94,NA,10.66,229.97,239.45,5.59,8.84,2707.98,2577.27,2650.58,0.14,NA,NA,NA,NA,NA,NA,0,0,2001-06-26,1.1,2001-06-27,2001-06-25,NA,NA,NA,NA,NA,NA,2001-06-26,"TotalBiovolume",134990.8154,2001-06-27,2001-06-25,"Flagellated green",87.26957,0.000646485
2001-06-26,14.74,11.37,118.96,NA,0.25,3.23,0.76,7.6,7.89,NA,8.31,8.6,3.22,3.25,0.94,NA,10.66,229.97,239.45,5.59,8.84,2707.98,2577.27,2650.58,0.14,NA,NA,NA,NA,NA,NA,0,0,2001-06-26,1.1,2001-06-27,2001-06-25,NA,NA,NA,NA,NA,NA,2001-06-26,"TotalBiovolume",134990.8154,2001-06-27,2001-06-25,"Segmented green",417.167,0.003090336
2001-06-26,14.74,11.37,118.96,NA,0.25,3.23,0.76,7.6,7.89,NA,8.31,8.6,3.22,3.25,0.94,NA,10.66,229.97,239.45,5.59,8.84,2707.98,2577.27,2650.58,0.14,NA,NA,NA,NA,NA,NA,0,0,2001-06-26,1.1,2001-06-27,2001-06-25,NA,NA,NA,NA,NA,NA,2001-06-26,"TotalBiovolume",134990.8154,2001-06-27,2001-06-25,"Peanut",10538.1524,0.078065699
2001-06-26,14.74,11.37,118.96,NA,0.25,3.23,0.76,7.6,7.89,NA,8.31,8.6,3.22,3.25,0.94,NA,10.66,229.97,239.45,5.59,8.84,2707.98,2577.27,2650.58,0.14,NA,NA,NA,NA,NA,NA,0,0,2001-06-26,1.1,2001-06-27,2001-06-25,NA,NA,NA,NA,NA,NA,2001-06-26,"TotalBiovolume",134990.8154,2001-06-27,2001-06-25,"Mallomonas",696,0.005155906
2001-06-26,14.74,11.37,118.96,NA,0.25,3.23,0.76,7.6,7.89,NA,8.31,8.6,3.22,3.25,0.94,NA,10.66,229.97,239.45,5.59,8.84,2707.98,2577.27,2650.58,0.14,NA,NA,NA,NA,NA,NA,0,0,2001-06-26,1.1,2001-06-27,2001-06-25,NA,NA,NA,NA,NA,NA,2001-06-26,"TotalBiovolume",134990.8154,2001-06-27,2001-06-25,"TotalBiovolume",134990.8154,NA
2001-07-09,15.45,10.2,108.16,NA,0.25,3.77,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2001-07-09,0.7,2001-07-10,2001-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-07-24,17.35,9.49,105.02,NA,0.29,4.6,0.12,7.52,7.94,NA,8.71,8.79,3.45,3.39,3.15,NA,51.27,140.2,130.79,1.88,4.08,2658.15,2843.98,2874.71,0.11,NA,NA,NA,NA,NA,NA,0.02,0.03,2001-07-24,0.9,2001-07-25,2001-07-23,NA,NA,NA,NA,NA,NA,2001-07-24,"TotalBiovolume",22145.11309,2001-07-25,2001-07-23,"Limnothrix",73.356023,0.003312515
2001-07-24,17.35,9.49,105.02,NA,0.29,4.6,0.12,7.52,7.94,NA,8.71,8.79,3.45,3.39,3.15,NA,51.27,140.2,130.79,1.88,4.08,2658.15,2843.98,2874.71,0.11,NA,NA,NA,NA,NA,NA,0.02,0.03,2001-07-24,0.9,2001-07-25,2001-07-23,NA,NA,NA,NA,NA,NA,2001-07-24,"TotalBiovolume",22145.11309,2001-07-25,2001-07-23,"Cryptomonad",1366.6478,0.061713291
2001-07-24,17.35,9.49,105.02,NA,0.29,4.6,0.12,7.52,7.94,NA,8.71,8.79,3.45,3.39,3.15,NA,51.27,140.2,130.79,1.88,4.08,2658.15,2843.98,2874.71,0.11,NA,NA,NA,NA,NA,NA,0.02,0.03,2001-07-24,0.9,2001-07-25,2001-07-23,NA,NA,NA,NA,NA,NA,2001-07-24,"TotalBiovolume",22145.11309,2001-07-25,2001-07-23,"Euglena",14785.576,0.667667667
2001-07-24,17.35,9.49,105.02,NA,0.29,4.6,0.12,7.52,7.94,NA,8.71,8.79,3.45,3.39,3.15,NA,51.27,140.2,130.79,1.88,4.08,2658.15,2843.98,2874.71,0.11,NA,NA,NA,NA,NA,NA,0.02,0.03,2001-07-24,0.9,2001-07-25,2001-07-23,NA,NA,NA,NA,NA,NA,2001-07-24,"TotalBiovolume",22145.11309,2001-07-25,2001-07-23,"Fragilaria",1244.62,0.056202919
2001-07-24,17.35,9.49,105.02,NA,0.29,4.6,0.12,7.52,7.94,NA,8.71,8.79,3.45,3.39,3.15,NA,51.27,140.2,130.79,1.88,4.08,2658.15,2843.98,2874.71,0.11,NA,NA,NA,NA,NA,NA,0.02,0.03,2001-07-24,0.9,2001-07-25,2001-07-23,NA,NA,NA,NA,NA,NA,2001-07-24,"TotalBiovolume",22145.11309,2001-07-25,2001-07-23,"Flagellated green",87.26957,0.003940805
2001-07-24,17.35,9.49,105.02,NA,0.29,4.6,0.12,7.52,7.94,NA,8.71,8.79,3.45,3.39,3.15,NA,51.27,140.2,130.79,1.88,4.08,2658.15,2843.98,2874.71,0.11,NA,NA,NA,NA,NA,NA,0.02,0.03,2001-07-24,0.9,2001-07-25,2001-07-23,NA,NA,NA,NA,NA,NA,2001-07-24,"TotalBiovolume",22145.11309,2001-07-25,2001-07-23,"Segmented green",83.4334,0.003767576
2001-07-24,17.35,9.49,105.02,NA,0.29,4.6,0.12,7.52,7.94,NA,8.71,8.79,3.45,3.39,3.15,NA,51.27,140.2,130.79,1.88,4.08,2658.15,2843.98,2874.71,0.11,NA,NA,NA,NA,NA,NA,0.02,0.03,2001-07-24,0.9,2001-07-25,2001-07-23,NA,NA,NA,NA,NA,NA,2001-07-24,"TotalBiovolume",22145.11309,2001-07-25,2001-07-23,"Peanut",4504.2103,0.203395227
2001-07-24,17.35,9.49,105.02,NA,0.29,4.6,0.12,7.52,7.94,NA,8.71,8.79,3.45,3.39,3.15,NA,51.27,140.2,130.79,1.88,4.08,2658.15,2843.98,2874.71,0.11,NA,NA,NA,NA,NA,NA,0.02,0.03,2001-07-24,0.9,2001-07-25,2001-07-23,NA,NA,NA,NA,NA,NA,2001-07-24,"TotalBiovolume",22145.11309,2001-07-25,2001-07-23,"TotalBiovolume",22145.11309,NA
2001-08-06,17.88,9.07,101.75,NA,0.28,2.69,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2001-08-06,0.7,2001-08-07,2001-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-08-20,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,2001-08-20,1,2001-08-21,2001-08-19,NA,NA,NA,NA,NA,NA,2001-08-20,"TotalBiovolume",29306.01224,2001-08-21,2001-08-19,"Limnothrix",287.781321,0.009819873
2001-08-20,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,2001-08-20,1,2001-08-21,2001-08-19,NA,NA,NA,NA,NA,NA,2001-08-20,"TotalBiovolume",29306.01224,2001-08-21,2001-08-19,"Microcystis",249.3601606,0.00850884
2001-08-20,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,2001-08-20,1,2001-08-21,2001-08-19,NA,NA,NA,NA,NA,NA,2001-08-20,"TotalBiovolume",29306.01224,2001-08-21,2001-08-19,"Cryptomonad",1561.8832,0.053295658
2001-08-20,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,2001-08-20,1,2001-08-21,2001-08-19,NA,NA,NA,NA,NA,NA,2001-08-20,"TotalBiovolume",29306.01224,2001-08-21,2001-08-19,"Naked Dinoflagellate",14007.08007,0.477959265
2001-08-20,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,2001-08-20,1,2001-08-21,2001-08-19,NA,NA,NA,NA,NA,NA,2001-08-20,"TotalBiovolume",29306.01224,2001-08-21,2001-08-19,"Armored Dinoflagellate",874.8631698,0.029852686
2001-08-20,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,2001-08-20,1,2001-08-21,2001-08-19,NA,NA,NA,NA,NA,NA,2001-08-20,"TotalBiovolume",29306.01224,2001-08-21,2001-08-19,"Cyclotella ocellata",1130.973355,0.038591854
2001-08-20,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,2001-08-20,1,2001-08-21,2001-08-19,NA,NA,NA,NA,NA,NA,2001-08-20,"TotalBiovolume",29306.01224,2001-08-21,2001-08-19,"Euglena",7392.788,0.25226182
2001-08-20,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,2001-08-20,1,2001-08-21,2001-08-19,NA,NA,NA,NA,NA,NA,2001-08-20,"TotalBiovolume",29306.01224,2001-08-21,2001-08-19,"Small cocconeis",763.2106655,0.026042802
2001-08-20,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,2001-08-20,1,2001-08-21,2001-08-19,NA,NA,NA,NA,NA,NA,2001-08-20,"TotalBiovolume",29306.01224,2001-08-21,2001-08-19,"Asterionella",1091.1735,0.037233776
2001-08-20,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,2001-08-20,1,2001-08-21,2001-08-19,NA,NA,NA,NA,NA,NA,2001-08-20,"TotalBiovolume",29306.01224,2001-08-21,2001-08-19,"Segmented green",417.167,0.014234861
2001-08-20,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,2001-08-20,1,2001-08-21,2001-08-19,NA,NA,NA,NA,NA,NA,2001-08-20,"TotalBiovolume",29306.01224,2001-08-21,2001-08-19,"Peanut",1529.7318,0.052198566
2001-08-20,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,2001-08-20,1,2001-08-21,2001-08-19,NA,NA,NA,NA,NA,NA,2001-08-20,"TotalBiovolume",29306.01224,2001-08-21,2001-08-19,"TotalBiovolume",29306.01225,NA
2001-08-20,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,2001-08-20,1.2,2001-08-21,2001-08-19,NA,NA,NA,NA,NA,NA,2001-08-20,"TotalBiovolume",29306.01224,2001-08-21,2001-08-19,"Limnothrix",287.781321,0.009819873
2001-08-20,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,2001-08-20,1.2,2001-08-21,2001-08-19,NA,NA,NA,NA,NA,NA,2001-08-20,"TotalBiovolume",29306.01224,2001-08-21,2001-08-19,"Microcystis",249.3601606,0.00850884
2001-08-20,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,2001-08-20,1.2,2001-08-21,2001-08-19,NA,NA,NA,NA,NA,NA,2001-08-20,"TotalBiovolume",29306.01224,2001-08-21,2001-08-19,"Cryptomonad",1561.8832,0.053295658
2001-08-20,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,2001-08-20,1.2,2001-08-21,2001-08-19,NA,NA,NA,NA,NA,NA,2001-08-20,"TotalBiovolume",29306.01224,2001-08-21,2001-08-19,"Naked Dinoflagellate",14007.08007,0.477959265
2001-08-20,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,2001-08-20,1.2,2001-08-21,2001-08-19,NA,NA,NA,NA,NA,NA,2001-08-20,"TotalBiovolume",29306.01224,2001-08-21,2001-08-19,"Armored Dinoflagellate",874.8631698,0.029852686
2001-08-20,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,2001-08-20,1.2,2001-08-21,2001-08-19,NA,NA,NA,NA,NA,NA,2001-08-20,"TotalBiovolume",29306.01224,2001-08-21,2001-08-19,"Cyclotella ocellata",1130.973355,0.038591854
